name,addr,city,phone,type,cluster,postal,latlng
marnie's noodle shop,466 hudson st.,new york city,212-741-3214,asian,626,10014,"(40.731794, -74.00639)"
menchanko-tei,39 w. 55th st.,new york city,212-247-1585,japanese,627,10019,"(40.7625793, -73.9765584)"
mitali east-west,296 bleecker st.,new york city,212-989-1367,indian,628,10014,"(40.7323381, -74.0038162)"
monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,thai,629,10024,"(40.7842809, -73.977244)"
moustache,405 atlantic ave.,brooklyn,718-852-5555,middle eastern,630,11217,"(40.6870136, -73.9844502)"
nobu,105 hudson st.,new york city,212-219-0500,japanese,631,10013,"(40.719584, -74.0088579)"
one if by land  tibs,17 barrow st.,new york city,212-228-0822,continental,632,10014,"(40.73249440000001, -74.00258389999999)"
oyster bar,lower level,new york city,212-490-6650,seafood,633,,"(40.8508985, -73.94878969999999)"
palm,837 second ave.,new york city,212-687-2953,steakhouses,634,10017,"(40.751708, -73.9711853)"
palm too,840 second ave.,new york city,212-697-5198,steakhouses,635,10017,"(40.7514669, -73.9706863)"
patsy's pizza,19 old fulton st.,brooklyn,718-858-4300,pizza,636,11201,"(40.7027359, -73.99344789999999)"
peter luger steak house,178 broadway,brooklyn,718-387-7400,steakhouses,637,11211,"(40.7097529, -73.96247869999999)"
rose of india,308 e. sixth st.,new york city,212-533-5011,indian,638,10003,"(40.7269931, -73.98807790000001)"
sam's noodle shop,411 third ave.,new york city,212-213-2288,chinese,639,10016,"(40.74237120000001, -73.9801834)"
sarabeth's,1295 madison ave.,new york city,212-410-7335,american,640,10128,"(40.7847977, -73.9556597)"
sparks steak house,210 e. 46th st.,new york city,212-687-4855,steakhouses,641,11203,"(40.6562971, -73.93478429999999)"
stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq,642,11101,"(40.7422678, -73.9559433)"
sushisay,38 e. 51st st.,new york city,212-755-1780,japanese,643,10022,"(40.7579878, -73.97450649999999)"
sylvia's,328 lenox ave.,new york city,212-996-0660,southern/soul,644,10027,"(40.8085994, -73.9444779)"
szechuan hunan cottage,1588 york ave.,new york city,212-535-5223,chinese,645,10028,"(40.7743013, -73.94803689999999)"
szechuan kitchen,1460 first ave.,new york city,212-249-4615,chinese,646,10021,"(40.7700976, -73.95371999999999)"
teresa's,80 montague st.,queens,718-520-2910,polish,647,11201,"(40.6951826, -73.99625069999999)"
thai house cafe,151 hudson st.,new york city,212-334-1085,thai,648,10013,"(40.7214664, -74.0086896)"
thailand restaurant,106 bayard st.,new york city,212-349-3132,thai,649,10013,"(40.7162516, -73.999943)"
veselka,144 second ave.,new york city,212-228-9682,ukrainian,650,10003,"(40.7289226, -73.98692849999999)"
westside cottage,689 ninth ave.,new york city,212-245-0800,chinese,651,10036,"(40.7619901, -73.9903719)"
windows on the world,107th fl.,new york city,212-524-7000,eclectic,652,10025,"(40.8008544, -73.964631)"
wollensky's grill,205 e. 49th st.,new york city,212-753-0444,steakhouses,653,10017,"(40.7549912, -73.9707083)"
yama,122 e. 17th st.,new york city,212-475-0969,japanese,654,10003,"(40.7358677, -73.9876687)"
zarela,953 second ave.,new york city,212-644-6740,mexican,655,10022,"(40.7553091, -73.9685283)"
andre's french restaurant,401 s. 6th st.,las vegas,702-385-5016,french (classic),656,89101,"(36.1649134, -115.1415071)"
buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,657,89109,"(36.1247643, -115.1719639)"
buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,seafood,658,89103,"(36.1163819, -115.1850253)"
emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,659,89109,"(36.1022507, -115.1699679)"
fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,702-252-7702,italian,660,89103,"(36.1163819, -115.1850253)"
hugo's cellar,202 e. fremont st.,las vegas,702-385-4011,continental,661,89101,"(36.1696655, -115.1441707)"
madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,asian,662,89109,"(36.1247643, -115.1719639)"
mayflower cuisinier,4750 w. sahara ave.,las vegas,702-870-8432,chinese,663,89102,"(36.1455069, -115.2066085)"
michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental,664,89109,"(36.1150009, -115.1718246)"
monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),665,89109,"(36.127675, -115.1664725)"
moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,chinese,666,89109,"(36.1206111, -115.1768386)"
morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,667,89109,"(36.1275236, -115.1715003)"
nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,668,89169,"(36.1180324, -115.1554271)"
piero's restaurant,355 convention center dr.,las vegas,702-369-2305,italian,669,89109,"(36.13191, -115.155983)"
spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian,670,89109,"(36.1174528, -115.1766881)"
steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,steakhouses,671,89101,"(36.1716327, -115.1442634)"
stefano's,129 fremont st.,las vegas,702-385-7111,italian,672,89101,"(36.1701653, -115.1449582)"
sterling brunch,3645 las vegas blvd. s.,las vegas,702-739-4651,eclectic,673,89109,"(36.1142224, -115.1708505)"
tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,italian,674,89109,"(36.1022507, -115.1699679)"
103 west,103 w. paces ferry rd.,atlanta,404-233-5993,continental,675,30305,"(33.8415646, -84.38365069999999)"
alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,676,30308,"(33.7727116, -84.3843072)"
baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,677,30307,"(33.7648325, -84.3502175)"
barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,bbq,678,30337,"(33.6596098, -84.436098)"
bistro  the,56 e. andrews dr. nw,atlanta,404-231-5733,french bistro,679,30305,"(33.8426657, -84.3811047)"
bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul,680,30318,"(33.7864244, -84.3993936)"
bradshaw's restaurant,2911 s. pharr court,atlanta,404-261-7015,southern/soul,681,30305,"(33.8346611, -84.38479989999999)"
brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,682,30319,"(33.8679911, -84.335668)"
cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,683,30328,"(33.91853, -84.3779526)"
canoe,4199 paces ferry rd.,atlanta,770-432-2663,american (new),684,30339,"(33.8599248, -84.4558426)"
carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers,685,30067,"(33.9269078, -84.5072237)"
carey's corner,1215 powers ferry rd.,marietta,770-933-0909,hamburgers,686,30067,"(33.9221539, -84.4679367)"
chops,70 w. paces ferry rd.,atlanta,404-262-2675,steakhouses,687,30305,"(33.8398303, -84.3818438)"
chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese,688,30342,"(33.87050180000001, -84.3796266)"
deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul,689,30307,"(33.754611, -84.364144)"
eats,600 ponce de leon ave.,atlanta,404-888-9149,italian,690,30308,"(33.7736968, -84.3672046)"
flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,eclectic,691,30307,"(33.764637, -84.33321049999999)"
frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex,692,30309,"(33.7830463, -84.3838936)"
greenwood's,1087 green st.,roswell,770-992-5383,southern/soul,693,30075,"(34.02816, -84.3597502)"
harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq,694,30315,"(33.7175464, -84.3826649)"
havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,695,30329,"(33.832824, -84.3406025)"
house of chan,2469 cobb pkwy.,smyrna,770-955-9444,chinese,696,30080,"(33.8918385, -84.47598719999999)"
indian delights,3675 satellite blvd.,duluth,100-813-8212,indian,697,30096,"(33.9585414, -84.13724739999999)"
java jive,790 ponce de leon ave.,atlanta,404-876-6161,coffee shops,698,30306,"(33.7740211, -84.3614752)"
johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,699,30339,"(33.8804229, -84.4625913)"
kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses,700,30030,"(33.7897382, -84.3077278)"
la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish,701,30342,"(33.8758484, -84.38044029999999)"
lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias,702,30096,"(33.9601974, -84.13137239999999)"
majestic,1031 ponce de leon ave.,atlanta,404-875-0276,diners,703,30306,"(33.7736624, -84.3536731)"
morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,704,30308,"(33.762766, -84.3865105)"
my thai,1248 clairmont rd.,atlanta,404-636-4280,thai,705,30030,"(33.7897382, -84.3077278)"
nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern,706,30305,"(33.8392815, -84.3806618)"
nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,707,30318,"(33.8094661, -84.4367339)"
original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,708,30319,"(33.8698318, -84.33467259999999)"
palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,709,30326,"(33.8481611, -84.3652949)"
rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian,710,30033,"(33.7908588, -84.3052307)"
ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),711,30303,"(33.75857209999999, -84.38718109999999)"
riviera,519 e. paces ferry rd.,atlanta,404-262-7112,mediterranean,712,30305,"(33.8383954, -84.3708596)"
silver skillet  the,200 14th st. nw,atlanta,404-874-1388,coffee shops,713,30318,"(33.7863332, -84.3940968)"
soto,3330 piedmont rd.,atlanta,404-233-2005,japanese,714,30305,"(33.8457987, -84.3744938)"
thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias,715,30318,"(33.773105, -84.40405799999999)"
tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,716,30306,"(33.7739973, -84.3620206)"
van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,american (new),717,30075,"(34.0486219, -84.3632824)"
veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,718,30328,"(33.9249558, -84.38385559999999)"
white house restaurant,3172 peachtree rd. ne,atlanta,404-237-7601,diners,719,30305,"(33.8409736, -84.3765177)"
zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,720,30337,"(33.6239275, -84.4765673)"
bill's place,2315 clement st.,san francisco,415-221-5262,hamburgers,721,94121,"(37.7818522, -122.4841716)"
cafe flore,2298 market st.,san francisco,415-621-8579,californian,722,94114,"(37.7646778, -122.4329332)"
caffe greco,423 columbus ave.,san francisco,415-397-6261,continental,723,94133,"(37.7989568, -122.4086733)"
campo santo,240 columbus ave.,san francisco,415-433-9623,mexican,724,94133,"(37.7975179, -122.4058189)"
cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean,725,94117,"(37.7692684, -122.4521212)"
doidge's,2217 union st.,san francisco,415-921-2149,american,726,94123,"(37.79690970000001, -122.4358704)"
dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,diners,727,94102,"(37.7860601, -122.41288)"
dusit thai,3221 mission st.,san francisco,415-826-4639,thai,728,94110,"(37.745107, -122.4198625)"
ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese,729,94122,"(37.7644571, -122.46666)"
emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese,730,94109,"(37.7909273, -122.4200478)"
eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,731,94131,"(37.74676729999999, -122.4272815)"
hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,732,94103,"(37.771157, -122.4151349)"
kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,733,94104,"(37.7906431, -122.4030566)"
la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,734,94110,"(37.7645809, -122.4216212)"
la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,735,94114,"(37.7645065, -122.433426)"
la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,736,94110,"(37.7508992, -122.4181121)"
mario's bohemian cigar store cafe,2209 polk st.,san francisco,415-776-8226,italian,737,94109,"(37.7971043, -122.422216)"
marnee thai,2225 irving st.,san francisco,415-665-9500,thai,738,94122,"(37.7631321, -122.4818415)"
mel's drive-in,3355 geary st.,san francisco,415-387-2244,hamburgers,739,94118,"(37.7811247, -122.4548393)"
mo's burgers,1322 grant st.,san francisco,415-788-3779,hamburgers,740,94133,"(37.7992053, -122.4071055)"
phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian,741,94109,"(37.7838268, -122.4177934)"
roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,mexican,742,94110,"(37.7526561, -122.40861)"
sally's cafe & bakery,300 de haro st.,san francisco,415-626-6006,american,743,94103,"(37.7657768, -122.402083)"
san francisco bbq,1328 18th st.,san francisco,415-431-8956,thai,744,94107,"(37.7627336, -122.396142)"
slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,745,94110,"(37.7635714, -122.4219691)"
swan oyster depot,1517 polk st.,san francisco,415-673-1101,seafood,746,94109,"(37.79083079999999, -122.420964)"
thep phanom,400 waller st.,san francisco,415-431-2526,thai,747,94117,"(37.7713355, -122.4304886)"
ti couz,3108 16th st.,san francisco,415-252-7373,french,748,94103,"(37.765083, -122.4223264)"
trio cafe,1870 fillmore st.,san francisco,415-563-2248,american,749,94115,"(37.7867544, -122.4333052)"
tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese,750,94103,"(37.7818759, -122.41013)"
vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,pizza,751,94102,"(37.7775648, -122.4214553)"
wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,752,94109,"(37.7965751, -122.4221937)"
